country,region,state,city,postal_code,geo_id
Israel,Western Asia,Southern,Ashdod,,912
Brazil,South America,Minas Gerais,Patrocínio,,913
United States,Southern US,Mississippi,Hattiesburg,39401.0,914
United Kingdom,Northern Europe,England,Slough,,915
France,Western Europe,Brittany,Rennes,,916
China,Eastern Asia,Shanxi,Datong,,917
Germany,Western Europe,North Rhine-Westphalia,Oberhausen,,918
Zambia,Eastern Africa,Eastern,Chipata,,919
Romania,Eastern Europe,Galati,Galati,,920
Australia,Oceania,Queensland,Toowoomba,,921
France,Western Europe,Ile-de-France,Bry-sur-Marne,,922
Brazil,South America,Santa Catarina,Balneário Camboriú,,923
France,Western Europe,Centre-Val de Loire,Dreux,,924
France,Western Europe,Languedoc-Roussillon-Midi-Pyrénées,Toulouse,,925
Libya,North Africa,Banghazi,Benghazi,,926
Philippines,Southeastern Asia,Calabarzon,Bacoor,,927
China,Eastern Asia,Guangxi,Nanning,,928
Germany,Western Europe,North Rhine-Westphalia,Stolberg,,929
United States,Central US,Michigan,Trenton,48183.0,930
Italy,Southern Europe,Apulia,Bari,,931
China,Eastern Asia,Qinghai,Xining,,932
Saudi Arabia,Western Asia,Tabuk,Tabuk,,933
China,Eastern Asia,Guizhou,Guiyang,,934
Mexico,Central America,Durango,Durango,,935
Japan,Eastern Asia,Tokyo,Tokyo,,936
Israel,Western Asia,Tel Aviv,Bene Beraq,,937
United Kingdom,Northern Europe,England,Rotherham,,938
Ireland,Northern Europe,Cork,Cork,,939
South Africa,Southern Africa,Gauteng,Roodepoort,,940
France,Western Europe,Auvergne-Rhône-Alpes,Fontaine,,941
Morocco,North Africa,Rabat-Salé-Zemmour-Zaer,Rabat,,942
Brazil,South America,São Paulo,José Bonifácio,,943
Zambia,Eastern Africa,Lusaka,Lusaka,,944
Iraq,Western Asia,Al Basrah,Basra,,945
United States,Eastern US,Connecticut,Meriden,6450.0,946
China,Eastern Asia,Guangdong,Meizhou,,947
Mexico,Central America,Sinaloa,Guasave,,948
United States,Eastern US,Ohio,Akron,44312.0,949
Brazil,South America,São Paulo,Santana de Parnaíba,,950
United States,Southern US,Louisiana,Lafayette,70506.0,951
United States,Western US,Arizona,Avondale,85323.0,952
France,Western Europe,Ile-de-France,Aubervilliers,,953
New Zealand,Oceania,Wellington,Upper Hutt,,954
France,Western Europe,Ile-de-France,Neuilly-sur-Seine,,955
India,Southern Asia,Haryana,Faridabad,,956
Canada,Canada,Ontario,Mississauga,,957
El Salvador,Central America,Santa Ana,Santa Ana,,958
United States,Southern US,Florida,Pembroke Pines,33024.0,959
France,Western Europe,Normandy,Le Havre,,960
Tanzania,Eastern Africa,Mwanza,Mwanza,,961
Guatemala,Central America,Guatemala,Petapa,,962
France,Western Europe,Provence-Alpes-Côte d'Azur,Miramas,,963
South Africa,Southern Africa,Gauteng,Mabopane,,964
Panama,Central America,Chiriquí,David,,965
Spain,Southern Europe,Andalusía,Dos Hermanas,,966
Mexico,Central America,Coahuila,Villa Frontera,,967
China,Eastern Asia,Jiangsu,Suzhou,,968
United Kingdom,Northern Europe,England,Hartlepool,,969
Mexico,Central America,Veracruz,Orizaba,,970
Mexico,Central America,Michoacán,Lázaro Cárdenas,,971
South Korea,Eastern Asia,Busan,Busan,,972
United States,Southern US,Tennessee,Bartlett,38134.0,973
Cuba,Caribbean,Holguín,Holguín,,974
India,Southern Asia,Chhattisgarh,Korba,,975
Italy,Southern Europe,Lazio,Viterbo,,976
United States,Southern US,Alabama,Decatur,35601.0,977
France,Western Europe,Languedoc-Roussillon-Midi-Pyrénées,Carcassonne,,978
Austria,Western Europe,Carinthia,Villach,,979
Italy,Southern Europe,Apulia,Altamura,,980
China,Eastern Asia,Hubei,Ezhou,,981
Guatemala,Central America,Escuintla,Escuintla,,982
United States,Central US,Michigan,Detroit,48234.0,983
Pakistan,Southern Asia,Punjab,Gujranwala,,984
Germany,Western Europe,Thuringia,Jena,,985
United Kingdom,Northern Europe,England,Oxford,,986
India,Southern Asia,Andhra Pradesh,Anantapur,,987
Iran,Southern Asia,Qom,Qom,,988
China,Eastern Asia,Henan,Jiaozuo,,989
United Kingdom,Northern Europe,England,Portsmouth,,990
Germany,Western Europe,Lower Saxony,Hildesheim,,991
United Kingdom,Northern Europe,England,Sunderland,,992
Egypt,North Africa,Al Gharbiyah,Al Mahallah al Kubra,,993
Argentina,South America,Provincia de Buenos Aires,La Plata,,994
Sweden,Northern Europe,Skåne,Landskrona,,995
Finland,Northern Europe,Uusimaa,Helsinki,,996
United States,Eastern US,Connecticut,Middletown,6457.0,997
Hungary,Eastern Europe,Budapest,Budapest,,998
United Kingdom,Northern Europe,England,Bath,,999
Togo,Western Africa,Maritime,Lome,,1000
United States,Southern US,North Carolina,Concord,28027.0,1001
Italy,Southern Europe,Emilia-Romagna,Ferrara,,1002
France,Western Europe,Ile-de-France,Palaiseau,,1003
United Kingdom,Northern Europe,England,Gateshead,,1004
France,Western Europe,Alsace-Champagne-Ardenne-Lorraine,Saint-Louis,,1005
Brazil,South America,Bahia,Itamaraju,,1006
United States,Southern US,Florida,Saint Petersburg,33710.0,1007
United Kingdom,Northern Europe,England,Coventry,,1008
France,Western Europe,Nord-Pas-de-Calais-Picardie,Villeneuve-d'Ascq,,1009
India,Southern Asia,Uttar Pradesh,Mathura,,1010
Germany,Western Europe,Lower Saxony,Wilhelmshaven,,1011
United States,Southern US,Virginia,Alexandria,22304.0,1012
Egypt,North Africa,Al Bahr Al Ahmar,Hurghada,,1013
India,Southern Asia,Bihar,Gaya,,1014
France,Western Europe,Alsace-Champagne-Ardenne-Lorraine,Toul,,1015
Tanzania,Eastern Africa,Arusha,Arusha,,1016
Brazil,South America,Minas Gerais,Ibirité,,1017
Mexico,Central America,Jalisco,Guadalajara,,1018
Mexico,Central America,Campeche,Ciudad del Carmen,,1019
India,Southern Asia,Maharashtra,Kolhapur,,1020
Mexico,Central America,San Luis Potosí,Valles,,1021
United States,Western US,Arizona,Peoria,85345.0,1022
Germany,Western Europe,Hesse,Kassel,,1023
Dominican Republic,Caribbean,La Vega,La Vega,,1024
Mauritania,Western Africa,Nouakchott,Nouakchott,,1025
Burkina Faso,Western Africa,Centre,Ouagadougou,,1026
Colombia,South America,Magdalena,Santa Marta,,1027
Argentina,South America,Córdoba,Córdoba,,1028
South Africa,Southern Africa,Western Cape,George,,1029
Germany,Western Europe,Baden-Württemberg,Sindelfingen,,1030
Japan,Eastern Asia,Chiba,Kawaguchi,,1031
Guatemala,Central America,Guatemala,Villa Canales,,1032
China,Eastern Asia,Guizhou,Zunyi,,1033
China,Eastern Asia,Heilongjiang,Wuchang,,1034
Mexico,Central America,Sonora,Hermosillo,,1035
France,Western Europe,Nord-Pas-de-Calais-Picardie,Douai,,1036
Japan,Eastern Asia,Hiroshima,Fukuyama,,1037
Poland,Eastern Europe,Silesia,Dabrowa Gornicza,,1038
Germany,Western Europe,North Rhine-Westphalia,Essen,,1039
Spain,Southern Europe,Galicia,Santiago de Compostela,,1040
New Zealand,Oceania,Wellington,Paraparaumu,,1041
Argentina,South America,San Juan,San Juan,,1042
Brazil,South America,Amazonas,Manaus,,1043
France,Western Europe,Ile-de-France,Mantes-la-Jolie,,1044
United Kingdom,Northern Europe,Scotland,Glasgow,,1045
France,Western Europe,Brittany,Pontivy,,1046
New Zealand,Oceania,Bay of Plenty,Tauranga,,1047
Netherlands,Western Europe,South Holland,The Hague,,1048
Sweden,Northern Europe,Värmland,Karlstad,,1049
India,Southern Asia,Gujarat,Rajkot,,1050
India,Southern Asia,Madhya Pradesh,Satna,,1051
China,Eastern Asia,Shaanxi,Yulin,,1052
Cuba,Caribbean,Granma,Manzanillo,,1053
Iraq,Western Asia,Karbala',Karbala',,1054
Belarus,Eastern Europe,Hrodna,Hrodna,,1055
China,Eastern Asia,Hubei,Guangshui,,1056
India,Southern Asia,Rajasthan,Bikaner,,1057
India,Southern Asia,Madhya Pradesh,Indore,,1058
United Kingdom,Northern Europe,England,Wigan,,1059
Turkey,Western Asia,Istanbul,Beykoz,,1060
France,Western Europe,Provence-Alpes-Côte d'Azur,Le Cannet,,1061
India,Southern Asia,Andhra Pradesh,Tirupati,,1062
Colombia,South America,Caldas,Manizales,,1063
France,Western Europe,Ile-de-France,Conflans-Sainte-Honorine,,1064
Angola,Central Africa,Luanda,Luanda,,1065
United Kingdom,Northern Europe,England,Leicester,,1066
Democratic Republic of the Congo,Central Africa,Equateur,Mbandaka,,1067
Mexico,Central America,Morelos,Cuernavaca,,1068
Honduras,Central America,Cortés,San Pedro Sula,,1069
China,Eastern Asia,Fujian,Jinjiang,,1070
China,Eastern Asia,Guangdong,Zhaoqing,,1071
Spain,Southern Europe,Castile and León,Ponferrada,,1072
United States,Southern US,Virginia,Richmond,23223.0,1073
France,Western Europe,Ile-de-France,Yerres,,1074
New Zealand,Oceania,Marlborough,Blenheim,,1075
France,Western Europe,Auvergne-Rhône-Alpes,Rillieux-la-Pape,,1076
China,Eastern Asia,Henan,Luohe,,1077
Netherlands,Western Europe,South Holland,Spijkenisse,,1078
Guinea,Western Africa,Nzérékoré,Nzerekore,,1079
Nigeria,Western Africa,Kaduna,Zaria,,1080
Germany,Western Europe,North Rhine-Westphalia,Bielefeld,,1081
France,Western Europe,Ile-de-France,Stains,,1082
Dominican Republic,Caribbean,Duarte,San Francisco de Macorís,,1083
Italy,Southern Europe,Apulia,Lecce,,1084
United States,Central US,Michigan,Jackson,49201.0,1085
Brazil,South America,Maranhão,São Luís,,1086
France,Western Europe,Ile-de-France,Bagnolet,,1087
United States,Eastern US,Rhode Island,Woonsocket,2895.0,1088
China,Eastern Asia,Heilongjiang,Qitaihe,,1089
India,Southern Asia,Uttar Pradesh,Meerut,,1090
United States,Eastern US,Massachusetts,Quincy,2169.0,1091
Bulgaria,Eastern Europe,Shumen,Shumen,,1092
Brazil,South America,Minas Gerais,Ponte Nova,,1093
China,Eastern Asia,Zhejiang,Jinhua,,1094
United Kingdom,Northern Europe,England,Cheltenham,,1095
Nigeria,Western Africa,Kaduna,Kaduna,,1096
Netherlands,Western Europe,North Brabant,Breda,,1097
Spain,Southern Europe,Castile and León,Valladolid,,1098
France,Western Europe,Ile-de-France,Courbevoie,,1099
Spain,Southern Europe,Andalusía,Fuengirola,,1100
Belgium,Western Europe,Hainaut,Charleroi,,1101
Algeria,North Africa,Oran,Oran,,1102
United States,Western US,California,Oceanside,92054.0,1103
Rwanda,Eastern Africa,Kigali,Kigali,,1104
Turkey,Western Asia,Adana,Adana,,1105
Brazil,South America,Minas Gerais,Nova Serrana,,1106
Spain,Southern Europe,Castile-La Mancha,Guadalajara,,1107
Brazil,South America,Maranhão,Santa Helena,,1108
Brazil,South America,Minas Gerais,Belo Horizonte,,1109
United States,Southern US,Georgia,Columbus,31907.0,1110
Togo,Western Africa,Plateaux,Atakpame,,1111
Portugal,Southern Europe,Lisboa,Amadora,,1112
Indonesia,Southeastern Asia,Riau,Pekanbaru,,1113
United States,Southern US,Florida,Miami,33142.0,1114
Colombia,South America,Valle del Cauca,Jamundí,,1115
Cameroon,Central Africa,Ouest,Foumban,,1116
China,Eastern Asia,Jilin,Jilin,,1117
France,Western Europe,Ile-de-France,Versailles,,1118
Spain,Southern Europe,Murcia,Lorca,,1119
Germany,Western Europe,Lower Saxony,Langenhagen,,1120
Brazil,South America,Ceará,Caucaia,,1121
Iran,Southern Asia,Lorestan,Borujerd,,1122
Brazil,South America,Ceará,Fortaleza,,1123
South Korea,Eastern Asia,Gyeonggi,Anyang,,1124
Mexico,Central America,Nuevo León,Apodaca,,1125
India,Southern Asia,Maharashtra,Parbhani,,1126
Japan,Eastern Asia,Osaka,Kita-ku,,1127
Democratic Republic of the Congo,Central Africa,Katanga,Likasi,,1128
Brazil,South America,Bahia,Bom Jesus da Lapa,,1129
El Salvador,Central America,San Salvador,Apopa,,1130
Italy,Southern Europe,Piedmont,Asti,,1131
Brazil,South America,São Paulo,Mauá,,1132
India,Southern Asia,Jharkhand,Ranchi,,1133
France,Western Europe,Brittany,Brest,,1134
Ukraine,Eastern Europe,Luhans'k,Luhans'k,,1135
South Africa,Southern Africa,Kwazulu-natal,Newcastle,,1136
Switzerland,Western Europe,Geneva,Geneva,,1137
France,Western Europe,Nord-Pas-de-Calais-Picardie,Hautmont,,1138
Germany,Western Europe,Baden-Württemberg,Offenburg,,1139
Brazil,South America,Pará,Ananindeua,,1140
India,Southern Asia,Tamil Nadu,Nagercoil,,1141
Mexico,Central America,Guerrero,Iguala,,1142
United States,Western US,Washington,Seattle,98115.0,1143
Argentina,South America,Chubut,Comodoro Rivadavia,,1144
India,Southern Asia,Telangana,Nizamabad,,1145
Argentina,South America,Chaco,Resistencia,,1146
China,Eastern Asia,Guizhou,Bijie,,1147
Denmark,Northern Europe,Hovedstaden,Copenhagen,,1148
Niger,Western Africa,Niamey,Niamey,,1149
United States,Eastern US,New York,Rochester,14609.0,1150
France,Western Europe,Ile-de-France,Evry,,1151
France,Western Europe,Centre-Val de Loire,Bourges,,1152
United Kingdom,Northern Europe,England,Great Yarmouth,,1153
France,Western Europe,Provence-Alpes-Côte d'Azur,Draguignan,,1154
Mexico,Central America,Morelos,Jiutepec,,1155
Germany,Western Europe,North Rhine-Westphalia,Hamm,,1156
India,Southern Asia,Uttar Pradesh,Bareilly,,1157
Turkey,Western Asia,Ankara,Mamak,,1158
France,Western Europe,Ile-de-France,Sannois,,1159
Mexico,Central America,México,Toluca,,1160
Austria,Western Europe,Upper Austria,Linz,,1161
Papua New Guinea,Oceania,National Capital,Port Moresby,,1162
United States,Central US,Texas,Beaumont,77705.0,1163
Iran,Southern Asia,Kerman,Kerman,,1164
United States,Central US,Texas,Pasadena,77506.0,1165
Honduras,Central America,Atlántida,La Ceiba,,1166
Australia,Oceania,New South Wales,Port Macquarie,,1167
New Zealand,Oceania,Nelson,Nelson,,1168
Poland,Eastern Europe,Pomerania,Gdansk,,1169
India,Southern Asia,Puducherry,Puducherry,,1170
South Korea,Eastern Asia,Gyeongsangnam,Changwon,,1171
Germany,Western Europe,North Rhine-Westphalia,Remscheid,,1172
United Kingdom,Northern Europe,England,Exeter,,1173
China,Eastern Asia,Sichuan,Leshan,,1174
Guatemala,Central America,Guatemala,Chinautla,,1175
Germany,Western Europe,Brandenburg,Brandenburg,,1176
France,Western Europe,Ile-de-France,Saint-Ouen,,1177
France,Western Europe,Ile-de-France,Le Plessis-Robinson,,1178
Germany,Western Europe,Saxony-Anhalt,Halle,,1179
United Kingdom,Northern Europe,England,Harrow,,1180
France,Western Europe,Auvergne-Rhône-Alpes,Echirolles,,1181
France,Western Europe,Nord-Pas-de-Calais-Picardie,Nogent-sur-Oise,,1182
Italy,Southern Europe,Campania,Casoria,,1183
Australia,Oceania,New South Wales,Griffith,,1184
United States,Southern US,Florida,Boynton Beach,33437.0,1185
Brazil,South America,Rio de Janeiro,Barra Mansa,,1186
France,Western Europe,Auvergne-Rhône-Alpes,Saint-Genis-Laval,,1187
Colombia,South America,Tolima,Ibagué,,1188
India,Southern Asia,Tamil Nadu,Tirunelveli,,1189
Mongolia,Eastern Asia,Ulaanbaatar,Ulan Bator,,1190
France,Western Europe,Pays de la Loire,Les Herbiers,,1191
Italy,Southern Europe,Umbria,Perugia,,1192
Germany,Western Europe,Saxony,Dresden,,1193
Brazil,South America,Parana,Francisco Beltrão,,1194
United States,Eastern US,Massachusetts,Lowell,1852.0,1195
France,Western Europe,Centre-Val de Loire,Tours,,1196
Brazil,South America,São Paulo,Araçatuba,,1197
Australia,Oceania,South Australia,Gawler,,1198
United States,Southern US,Kentucky,Georgetown,40324.0,1199
Netherlands,Western Europe,Groningen,Groningen,,1200
India,Southern Asia,Maharashtra,Ichalkaranji,,1201
Italy,Southern Europe,Campania,Naples,,1202
Sudan,North Africa,Red Sea,Bur Sudan,,1203
India,Southern Asia,Uttar Pradesh,Firozabad,,1204
Germany,Western Europe,Bavaria,Aschaffenburg,,1205
France,Western Europe,Nord-Pas-de-Calais-Picardie,Soissons,,1206
Japan,Eastern Asia,Kanagawa,Aoba-ku,,1207
Turkey,Western Asia,Istanbul,Silivri,,1208
Malaysia,Southeastern Asia,Sabah,Tawau,,1209
Brazil,South America,São Paulo,Limeira,,1210
United Kingdom,Northern Europe,England,Oldham,,1211
Brazil,South America,Santa Catarina,Itajaí,,1212
Brazil,South America,Goiás,Goiânia,,1213
Italy,Southern Europe,Campania,Marano di Napoli,,1214
Germany,Western Europe,Rhineland-Palatinate,Neuwied,,1215
New Zealand,Oceania,Auckland,Papakura,,1216
United Kingdom,Northern Europe,England,Watford,,1217
China,Eastern Asia,Liaoning,Dalian,,1218
France,Western Europe,Auvergne-Rhône-Alpes,Annecy,,1219
Mexico,Central America,Tamaulipas,Madero,,1220
China,Eastern Asia,Shaanxi,Tongchuan,,1221
Ukraine,Eastern Europe,Donetsk,Kramators'k,,1222
India,Southern Asia,Madhya Pradesh,Ujjain,,1223
India,Southern Asia,West Bengal,Asansol,,1224
India,Southern Asia,Odisha,Brahmapur,,1225
France,Western Europe,Ile-de-France,Roissy-en-Brie,,1226
Italy,Southern Europe,Lombardy,Varese,,1227
France,Western Europe,Ile-de-France,Coulommiers,,1228
United Kingdom,Northern Europe,England,Chelmsford,,1229
Portugal,Southern Europe,Coimbra,Coimbra,,1230
Cote d'Ivoire,Western Africa,Vallee Du Bandama,Bouake,,1231
United Kingdom,Northern Europe,England,Ashford,,1232
Australia,Oceania,Victoria,Mildura,,1233
Venezuela,South America,Anzoátegui,Puerto La Cruz,,1234
Brazil,South America,Rio de Janeiro,Teresópolis,,1235
United States,Western US,California,San Diego,92105.0,1236
Brazil,South America,Minas Gerais,Juiz de Fora,,1237
Italy,Southern Europe,Apulia,Foggia,,1238
United States,Eastern US,Ohio,Parma,44134.0,1239
United States,Central US,Texas,Huntsville,77340.0,1240
Mexico,Central America,Puebla,Cholula,,1241
France,Western Europe,Languedoc-Roussillon-Midi-Pyrénées,Pamiers,,1242
Brazil,South America,Santa Catarina,Criciúma,,1243
Brazil,South America,São Paulo,Taubaté,,1244
France,Western Europe,Ile-de-France,Pantin,,1245
United States,Central US,Indiana,Lawrence,46226.0,1246
Mexico,Central America,Guanajuato,Celaya,,1247
United Kingdom,Northern Europe,England,Mansfield,,1248
Iran,Southern Asia,Fars,Kazerun,,1249
China,Eastern Asia,Shanxi,Taiyuan,,1250
Mexico,Central America,Tamaulipas,Río Bravo,,1251
Spain,Southern Europe,Andalusía,Chiclana de la Frontera,,1252
Mexico,Central America,Sinaloa,Los Mochis,,1253
United States,Central US,Texas,Allen,75002.0,1254
China,Eastern Asia,Guizhou,Anshun,,1255
Mexico,Central America,México,San Pablo de las Salinas,,1256
France,Western Europe,Ile-de-France,Poissy,,1257
Honduras,Central America,Choluteca,Choluteca,,1258
Mexico,Central America,Veracruz,San Andrés Tuxtla,,1259
Japan,Eastern Asia,Kanagawa,Hiratsuka,,1260
China,Eastern Asia,Hubei,Huangshi,,1261
China,Eastern Asia,Jiangsu,Xinghua,,1262
United States,Southern US,Virginia,Salem,24153.0,1263
Kuwait,Western Asia,Al Asimah,Kuwait City,,1264
United States,Central US,Wisconsin,Milwaukee,53209.0,1265
Sudan,North Africa,Khartoum,Khartoum,,1266
Egypt,North Africa,Al Minya,Al Minya,,1267
Italy,Southern Europe,Veneto,Vicenza,,1268
Peru,South America,Lima (city),Lima,,1269
France,Western Europe,Ile-de-France,Pontoise,,1270
South Korea,Eastern Asia,Daejeon,Daejeon,,1271
China,Eastern Asia,Henan,Zhengzhou,,1272
France,Western Europe,Brittany,Landerneau,,1273
France,Western Europe,Normandy,Rouen,,1274
China,Eastern Asia,Shandong,Heze,,1275
Mozambique,Eastern Africa,Zambezia,Quelimane,,1276
Mexico,Central America,Puebla,Atlixco,,1277
Bangladesh,Southern Asia,Rajshahi,Rajshahi,,1278
France,Western Europe,Auvergne-Rhône-Alpes,Villefontaine,,1279
Panama,Central America,Panama,Arraiján,,1280
Mexico,Central America,Querétaro,Querétaro,,1281
Romania,Eastern Europe,Prahova,Ploiesti,,1282
Sudan,North Africa,Kassala,Kassala,,1283
United States,Western US,California,San Diego,92024.0,1284
United States,Southern US,Florida,Plantation,33317.0,1285
Iran,Southern Asia,Kordestan,Saqqez,,1286
Colombia,South America,Risaralda,Dos Quebradas,,1287
Malaysia,Southeastern Asia,Negeri Sembilan,Seremban,,1288
France,Western Europe,Ile-de-France,Meudon,,1289
Czech Republic,Eastern Europe,Hradec Kralove,Hradec Kralove,,1290
United States,Southern US,Virginia,Virginia Beach,23464.0,1291
France,Western Europe,Ile-de-France,Villemomble,,1292
Indonesia,Southeastern Asia,Nusa Tenggara Timur,Kupang,,1293
Mexico,Central America,Nuevo León,General Escobedo,,1294
United States,Southern US,Florida,Coral Gables,33134.0,1295
Japan,Eastern Asia,Fukuoka,Kawasaki,,1296
France,Western Europe,Ile-de-France,Rambouillet,,1297
Russia,Eastern Europe,Chelyabinsk,Kopeysk,,1298
China,Eastern Asia,Liaoning,Kaiyuan,,1299
Italy,Southern Europe,Emilia-Romagna,Parma,,1300
Brazil,South America,Alagoas,Maceió,,1301
Zambia,Eastern Africa,Copperbelt,Ndola,,1302
Iraq,Western Asia,Salah Ad Din,Samarra',,1303
China,Eastern Asia,Anhui,Huainan,,1304
Ukraine,Eastern Europe,Sumy,Sumy,,1305
Italy,Southern Europe,Apulia,Taranto,,1306
United States,Southern US,Georgia,Roswell,30076.0,1307
Australia,Oceania,South Australia,Mount Gambier,,1308
United Kingdom,Northern Europe,England,Bolton,,1309
Brazil,South America,São Paulo,Valinhos,,1310
Morocco,North Africa,Doukkala-Abda,Safi,,1311
France,Western Europe,Ile-de-France,Marly-le-Roi,,1312
Spain,Southern Europe,Galicia,Lugo,,1313
Bolivia,South America,Potosí,Potosí,,1314
Germany,Western Europe,Lower Saxony,Oldenburg,,1315
Mexico,Central America,Nuevo León,Garza García,,1316
Syria,Western Asia,Dayr Az Zawr,Dayr az Zawr,,1317
Russia,Eastern Europe,Irkutsk,Irkutsk,,1318
Panama,Central America,Panama,San Miguelito,,1319
Chile,South America,Biobio,Chillán,,1320
United States,Southern US,Alabama,Auburn,36830.0,1321
Australia,Oceania,Victoria,Wodonga,,1322
France,Western Europe,Auvergne-Rhône-Alpes,Annonay,,1323
China,Eastern Asia,Hubei,Zhongxiang,,1324
Somalia,Eastern Africa,Banaadir,Mogadishu,,1325
Russia,Eastern Europe,Bryansk,Bryansk,,1326
United States,Central US,Illinois,Des Plaines,60016.0,1327
Russia,Eastern Europe,Arkhangel'sk,Severodvinsk,,1328
China,Eastern Asia,Sichuan,Chengdu,,1329
Australia,Oceania,New South Wales,Armidale,,1330
South Africa,Southern Africa,Gauteng,Soweto,,1331
India,Southern Asia,Maharashtra,Durgapur,,1332
Cuba,Caribbean,Isla de la Juventud,Nueva Gerona,,1333
Argentina,South America,Chaco,Presidencia Roque Sáenz Peña,,1334
France,Western Europe,Languedoc-Roussillon-Midi-Pyrénées,Castres,,1335
China,Eastern Asia,Liaoning,Fushun,,1336
Brazil,South America,São Paulo,Franca,,1337
Germany,Western Europe,Rhineland-Palatinate,Ludwigshafen am Rhein,,1338
Chile,South America,Arica y Parinacota,Arica,,1339
France,Western Europe,Ile-de-France,Sartrouville,,1340
Kenya,Eastern Africa,Coast,Mombasa,,1341
Turkey,Western Asia,Aydin,Nazilli,,1342
China,Eastern Asia,Jilin,Jiutai,,1343
Sierra Leone,Western Africa,Eastern,Koidu,,1344
China,Eastern Asia,Heilongjiang,Suihua,,1345
Italy,Southern Europe,Sicily,Messina,,1346
France,Western Europe,Alsace-Champagne-Ardenne-Lorraine,Reims,,1347
Iran,Southern Asia,Khuzestan,Behbahan,,1348
India,Southern Asia,Rajasthan,Ajmer,,1349
Romania,Eastern Europe,Cluj,Cluj-Napoca,,1350
Romania,Eastern Europe,Bihor,Oradea,,1351
United Kingdom,Northern Europe,England,Bristol,,1352
Nicaragua,Central America,Managua,Tipitapa,,1353
Spain,Southern Europe,Valenciana,Alicante,,1354
Belgium,Western Europe,Limburg,Hasselt,,1355
China,Eastern Asia,Xinjiang Uygur,Aksu,,1356
Turkey,Western Asia,Trabzon,Trabzon,,1357
Germany,Western Europe,North Rhine-Westphalia,Troisdorf,,1358
Guinea,Western Africa,Kindia,Kindia,,1359
France,Western Europe,Provence-Alpes-Côte d'Azur,Aix-en-Provence,,1360
Egypt,North Africa,Al Gharbiyah,Tanta,,1361
Honduras,Central America,Cortés,Choloma,,1362
India,Southern Asia,Maharashtra,Ulhasnagar,,1363
Venezuela,South America,Distrito Capital,Caracas,,1364
Ukraine,Eastern Europe,Kirovohrad,Oleksandriya,,1365
United States,Eastern US,Massachusetts,Malden,2148.0,1366
France,Western Europe,Nord-Pas-de-Calais-Picardie,Wattrelos,,1367
China,Eastern Asia,Guangdong,Licheng,,1368
Netherlands,Western Europe,Utrecht,Nieuwegein,,1369
China,Eastern Asia,Jiangsu,Huaiyin,,1370
India,Southern Asia,Maharashtra,Pimpri,,1371
Cote d'Ivoire,Western Africa,Lagunes,Abidjan,,1372
Finland,Northern Europe,Finland Proper,Turku,,1373
Jamaica,Caribbean,Saint Catherine,Portmore,,1374
Russia,Eastern Europe,Ivanovo,Ivanovo,,1375
United States,Southern US,Florida,Fort Lauderdale,33311.0,1376
Cuba,Caribbean,Artemisa,Artemisa,,1377
France,Western Europe,Aquitaine-Limousin-Poitou-Charentes,Niort,,1378
Turkey,Western Asia,Denizli,Denizli,,1379
United States,Southern US,Alabama,Florence,35630.0,1380
United States,Central US,Texas,Frisco,75034.0,1381
Netherlands,Western Europe,Limburg,Heerlen,,1382
Venezuela,South America,Carabobo,Valencia,,1383
Japan,Eastern Asia,Kagawa,Takamatsu,,1384
Russia,Eastern Europe,Kaluga,Kaluga,,1385
Indonesia,Southeastern Asia,Papua,Jayapura,,1386
France,Western Europe,Provence-Alpes-Côte d'Azur,Martigues,,1387
France,Western Europe,Corsica,Bastia,,1388
United States,Eastern US,New Jersey,Morristown,7960.0,1389
Guinea,Western Africa,Kankan,Kankan,,1390
China,Eastern Asia,Guangdong,Shanwei,,1391
France,Western Europe,Ile-de-France,Massy,,1392
Mexico,Central America,Coahuila,Acuña,,1393
Germany,Western Europe,Lower Saxony,Langen,,1394
United States,Eastern US,Connecticut,Bristol,6010.0,1395
France,Western Europe,Aquitaine-Limousin-Poitou-Charentes,Villeneuve-sur-Lot,,1396
United Kingdom,Northern Europe,England,Manchester,,1397
Italy,Southern Europe,Lombardy,Como,,1398
France,Western Europe,Ile-de-France,Les Ulis,,1399
Ukraine,Eastern Europe,Zaporizhzhya,Melitopol',,1400
Netherlands,Western Europe,North Holland,Haarlem,,1401
Israel,Western Asia,Southern,Ashqelon,,1402
Luxembourg,Western Europe,Luxembourg,Luxembourg,,1403
United Kingdom,Northern Europe,England,Garforth,,1404
Bosnia and Herzegovina,Southern Europe,Federation of Bosnia and Herzegovina,Sarajevo,,1405
New Zealand,Oceania,Otago,Dunedin,,1406
Spain,Southern Europe,Basque Country,Vitoria,,1407
United Kingdom,Northern Europe,England,Middlesbrough,,1408
Guinea-Bissau,Western Africa,Bissau,Bissau,,1409
Australia,Oceania,New South Wales,Dubbo,,1410
Italy,Southern Europe,Liguria,Genoa,,1411
India,Southern Asia,Madhya Pradesh,Ratlam,,1412
Ukraine,Eastern Europe,Khmel'nyts'kyy,Khmel'nyts'kyy,,1413
China,Eastern Asia,Zhejiang,Linhai,,1414
United States,Central US,Illinois,Wheeling,60090.0,1415
France,Western Europe,Nord-Pas-de-Calais-Picardie,Avion,,1416
Germany,Western Europe,Baden-Württemberg,Pforzheim,,1417
India,Southern Asia,Tamil Nadu,Coimbatore,,1418
Canada,Canada,Ontario,Ottawa,,1419
